Symbol,Company Name,Has Alerts,Alert Count,Price,Sector,Industry,Market Cap,Market Cap Category,Tradier Avg Vol,Actual Avg Stock Vol (30d),Avg Daily Opt Vol (30d),Peak Daily Opt Vol (30d),Avg Total OI (30d),Liquidity Tier,Beta,Keep
PFE,Pfizer Inc,Yes,19,27.05,Healthcare,Drug Manufacturers - General,151311576338,Large,22489706,46856559,100952,217280,1024301,ultra_liquid,0.617,
PFGC,Performance Food Group Co,No,0,87.46,Consumer Defensive,Food Distribution,14145191348,Large,2354846,2918322,642,7154,10207,high,0.199,
PG,Procter & Gamble Co,Yes,1,153.63,Consumer Defensive,Household & Personal Products,357872865483,Mega,6856619,11205299,16732,32414,145251,high,-0.5733,
PGR,Progressive Corp,Yes,2,210.6,Financial Services,Insurance - Property & Casualty,123378822000,Large,3432035,3500414,1701,4421,23557,high,-0.055,
PII,Polaris Inc,No,0,54.34,Consumer Cyclical,Auto - Recreational Vehicles,3091909087,Mid,713635,1024572,237,1021,6337,moderate,1.1966,
PINS,Pinterest Inc,Yes,10,20.01,Communication Services,Internet Content & Information,13136487803,Large,18953663,23434771,22065,100520,86779,ultra_liquid,1.2066,
PK,Park Hotels & Resorts Inc,No,0,10.91,Real Estate,REIT - Hotel & Motel,2275802360,Mid,2379931,4183524,123,613,2424,high,0.8192,
PLTR,Palantir Technologies Inc,Yes,62,157.16,Technology,Software - Infrastructure,365137130798,Mega,47230530,58805358,578451,1022298,830434,ultra_liquid,2.1729,
PM,Philip Morris International Inc,Yes,0,169.98,Consumer Defensive,Tobacco,264168524556,Mega,4822243,5611249,3731,11986,53878,high,0.3606,
PNR,Pentair PLC,No,0,92.17,Industrials,Specialty Industrial Machinery,15665730704,Large,1024350,1998082,615,4317,5385,high,1.2598,
PPL,PPL Corp,Yes,0,38.55,Utilities,Utilities - Regulated Electric,28519605824,Large,8607997,11363534,1607,9813,25037,high,-0.0697,
PR,Permian Resources Corp,No,0,18.85,Energy,Oil & Gas E&P,14034360793,Large,0,13318494,770,1894,16907,N/A,0.1944,
PRU,Prudential Financial Inc,No,0,97.12,Financial Services,Insurance - Life,34500720000,Large,2085863,2582814,1323,4011,17481,high,1.2029,
PSN,Parsons Corp,Yes,0,65.19,Technology,Information Technology Services,7003902413,Mid,1582396,1218062,280,3124,5564,high,0.8447,
PSTG,Everpure Inc,Yes,2,60.9,Technology,Computer Hardware,20183392903,Large,3089716,3786457,3645,17577,41189,high,3.8672,
PSX,Phillips 66,Yes,0,165.96,Energy,Oil & Gas Refining & Marketing,66699835021,Large,2688876,2647358,2990,16731,30956,high,0.3029,
PVH,PVH Corp,No,0,64.91,Consumer Cyclical,Apparel - Manufacturers,3006946992,Mid,887662,872332,206,479,5518,moderate,1.0184,
PYPL,PayPal Holdings Inc,Yes,7,46.97,Financial Services,Credit Services,43860458780,Large,6992582,31399845,116625,366291,349107,high,1.5615,
QCOM,Qualcomm Inc,Yes,5,135.69,Technology,Semiconductors,146179000000,Large,9609609,10857513,33966,135576,161894,high,1.7159,
QDEL,QuidelOrtho Corp,No,0,20.83,Healthcare,Medical Devices,1457290222,Small,1064408,1201080,145,973,953,high,1.9493,
QQQ,"Invesco QQQ Trust, Series 1",Yes,0,599.75,N/A,N/A,0,,58485616,68004333,5583815,6934508,4774925,ultra_liquid,1.3079,
QRVO,Qorvo Inc,Yes,0,77.64,Technology,Semiconductors,7361757969,Mid,1878526,1551332,229,3335,3099,high,0.5584,
QS,QuantumScape Corp,Yes,4,6.69,Consumer Cyclical,Auto Parts,4239066810,Mid,0,15372230,14857,33884,73182,N/A,3.1834,
RBLX,Roblox Corp,Yes,11,63.53,Communication Services,Electronic Gaming & Multimedia,46831295585,Large,11374920,12919475,30127,111348,110940,ultra_liquid,2.394,
RCL,Royal Caribbean Group,Yes,18,278.08,Consumer Cyclical,Travel Services,76575741447,Large,2407234,2668017,8511,33205,40855,high,1.6307,
REG,Regency Centers Corp,No,0,78.66,Real Estate,REIT - Retail,14506319352,Large,924873,1358077,14,147,430,moderate,-0.0334,
REXR,Rexford Industrial Realty Inc,No,0,36.03,Real Estate,REIT - Industrial,8557356023,Mid,562132,2728765,77,1420,3470,moderate,0.7399,
RF,Regions Financial Corp,No,0,27.04,Financial Services,Banks - Regional,23953675608,Large,9475221,14218224,2716,17068,29170,high,1.0323,
RGEN,Repligen Corp,Yes,0,119.99,Healthcare,Medical Instruments & Supplies,7043078683,Mid,401916,814615,139,2908,2032,moderate,1.5481,
RHI,Robert Half Inc,No,0,24.76,Industrials,Staffing & Employment Services,2519486976,Mid,971306,4004375,471,3579,6453,moderate,0.7459,
RITM,Rithm Capital Corp,No,0,9.65,Real Estate,REIT - Mortgage,5436515661,Mid,0,10151901,1600,9445,46601,N/A,0.6738,
RIVN,Rivian Automotive Inc,Yes,18,15.37,Consumer Cyclical,Auto - Manufacturers,18850634894,Large,35905645,29696136,80668,467074,420134,ultra_liquid,1.2731,
RKT,Rocket Companies Inc,Yes,1,14.95,Financial Services,Financial - Mortgages,44096837587,Large,28057215,32253872,62160,176046,314976,ultra_liquid,1.7466,
RL,Ralph Lauren Corp,Yes,0,338.36,Consumer Cyclical,Apparel - Manufacturers,21394779081,Large,911802,706574,240,1393,2459,moderate,0.9523,
RMD,ResMed Inc,Yes,2,252.87,Healthcare,Medical Instruments & Supplies,37194609343,Large,487506,1197185,390,3209,4575,moderate,0.7658,
RNG,RingCentral Inc,No,0,42.02,Technology,Software - Application,3335158891,Mid,2293308,3505360,1211,6921,5839,high,2.3956,
